1370964,-20,54,-1
1371468,-22,54,-1
1371972,-22,52,-1
1372476,-21,58,-1
1372980,-25,59,975
1373484,-21,60,-1
1373988,-21,56,-1
1374492,-28,52,-1
1374996,-23,52,969
1375500,-20,61,977
1376004,-19,54,-1
1376508,-23,55,-1
1377012,-24,59,-1
1377516,-24,57,-1
1378020,-19,51,975
1378524,-20,58,971
1379028,-22,51,-1
1379532,-17,55,-1
1380036,-23,55,-1
1380540,-27,55,-1
1381044,-24,56,-1
1381548,-22,62,-1
1382052,-25,53,-1
1382556,-25,55,-1
1383060,-23,61,975
1383564,-22,63,-1
1384068,-20,59,-1
1384572,-27,57,-1

