814642,-20,1013,-1
815146,-30,1007,-1
815650,-26,1011,-1
816154,-30,1014,-1
816658,-26,1009,-1
817162,-28,1003,-1
817666,-26,1011,-1
818170,-29,1013,-1
818674,-26,1017,-1
819178,-25,1007,2
819682,-24,1007,6
820186,-24,1011,-1
820690,-29,1007,13
821194,-28,1012,7
821698,-26,1011,18
822202,-22,1015,3
822706,-29,1008,22
823210,-26,1004,30
823714,-29,1016,13
824218,-25,1016,28
824722,-25,1014,17
825226,-28,1012,8
825730,-25,1006,22
826234,-23,1014,8
826738,-31,1017,12
827242,-29,1022,-1
827746,-19,1014,19
828250,-21,986,18

